projectId,formId,activityStatus,featureType,lastChecked,lastNumberRecordsMills,lastNumberRecordsMachines
1,state of the map test,"time.struct_time(tm_year=2023, tm_mon=11, tm_mday=16, tm_hour=18, tm_min=3, tm_sec=41, tm_wday=3, tm_yday=320, tm_isdst=0)",,
